Time,Provider,Latitude,Longitude,Altitude,VerticalAccuracyMeters,Speed,SpeedAccuracyMetersPerSecond,Accuracy,Bearing,BearingAccuracyDegrees,beautiful,boring,depressing,lively,safety,wealthy,normalized_speed,Beautiful,Boring,Depressing,Lively,Safety,Wealthy,Combined_Score1
2019-12-29 13:44:42:529,gps,30.51863295,114.4042441,28.13867188,3.53746986,3.19000006,3.44955063,10.7519598,81,52.69756317,18.442957,59.07152,46.88478,29.48792,32.64073,20.034557,46,47,53.46,51.9,54.45,44.78,39.84,32
2019-12-29 13:44:43:526,gps,30.51862918,114.4042922,27.9732666,3.4931767,5.0999999,2.12049532,10.17881489,91.09999847,20.22731209,22.793566,61.76531,49.50829,31.201904,27.072844,19.303024,73,48.66,56.28,49.2,53.98,45.68,39.3,32
2019-12-29 13:44:44:533,gps,30.51862487,114.4043412,27.83258057,3.58474803,6.23000002,1.72733903,10.08614826,90.90000153,11.38988018,24.96208,61.73746,48.30598,34.416157,27.430315,23.486618,90,45.36,55.44,48.5,53.72,45.26,33.28,33
2019-12-29 13:44:45:521,gps,30.51862882,114.4044103,27.06756592,3.56356883,7.26999998,1.64924228,9.97988987,90.40000153,9.28530598,38.248627,66.71909,44.475883,35.828136,34.239693,20.36691,105,43.34,56.8,58.06,58.2,40.32,44.08,36
2019-12-29 13:44:46:533,gps,30.51862358,114.4045008,27.25787354,3.57734346,8.46000004,1.60704696,9.9350462,90.40000153,7.77994919,33.03074,70.60535,42.748966,31.246515,37.565926,28.239325,122,48.16,58.68,50.42,46.86,43.44,47.7,36
2019-12-29 13:44:47:526,gps,30.51862306,114.4045863,26.73248291,3.28132677,9.06000042,1.62111068,9.9350462,90,7.11875486,29.536451,65.35427,46.50582,34.637775,38.33031,35.09965,130,45.82,57.3,44.38,57.68,43.4,46.98,38
2019-12-29 13:44:48:526,gps,30.51862045,114.4046805,28.46582031,2.79993701,9.71000004,1.62111068,9.9350462,89.90000153,6.58607864,29.560148,59.870186,45.985424,39.76974,34.698498,34.052357,140,49.6,54.52,46.6,46.52,42.08,35.02,39
2019-12-29 13:44:49:542,gps,30.51862553,114.4047851,29.05761719,2.88366055,10.13000011,1.59455323,9.9350462,89.5,6.15975809,37.759396,63.444386,49.16754,34.823456,45.740746,36.320225,146,45.38,56.42,44.68,41.34,38.88,34.09,40
2019-12-29 13:44:50:518,gps,30.51862959,114.4048923,28.53106689,2.83409715,10.5,0.90271813,9.9350462,90.09999847,3.51376939,27.081938,69.085556,54.00447,30.084719,44.6284,43.5728,151,50.42,56.66,48.9,58.98,44.48,38.92,37
2019-12-29 13:44:51:530,gps,30.51863322,114.4050038,27.80670166,2.92052078,10.68999958,0.75073296,9.9350462,90.09999847,3.38667178,24.7259,61.45915,58.869213,35.150486,36.319267,37.589844,154,48.46,54.52,53.94,50.52,39.82,38.1,36
2019-12-29 13:44:52:520,gps,30.51863555,114.4051056,28.87658691,2.89563155,9.94999981,0.67941153,9.9350462,89.80000305,2.98608041,32.85213,67.13291,56.10236,33.051754,41.75791,42.3352,143,45.76,53.58,57.18,56.68,46.02,41.88,38
2019-12-29 13:44:53:516,gps,30.51863605,114.4051994,29.5713501,2.81716323,8.13000011,0.4909175,9.9350462,91,2.15746427,31.788254,62.889927,58.77706,33.246567,45.009197,44.041363,117,47.41,49.14,61.16,53.1,53.2,50.44,39
2019-12-29 13:44:54:527,gps,30.51864014,114.4052683,29.61865234,2.68608451,6.07000017,0.44418466,9.9350462,88.80000305,2.44292855,24.214115,44.935856,66.79508,42.345196,43.28536,36.626595,87,45.34,55.9,53.96,57.75,42.42,52.15,39
2019-12-29 13:44:55:524,gps,30.51862964,114.4053156,28.9564209,2.81271148,4.63000011,0.38483763,9.9350462,91.80000305,2.34565496,30.33546,49.333897,64.79753,43.104267,52.566586,42.593773,67,43.12,58.3,50.98,49.51,39.82,52.5,42
2019-12-29 13:44:56:528,gps,30.51863195,114.4053571,29.37750244,2.88866091,2.8900001,0.62128896,9.9350462,87.90000153,7.80747223,22.783278,52.732414,64.458954,52.36476,38.63454,37.071472,42,46.56,58.22,49.52,47.88,39.38,52.7,39
2019-12-29 13:44:57:526,gps,30.51863252,114.4053854,29.35003662,2.87053466,2.04999995,0.97452551,9.9350462,88.59999847,18.54953003,16.802536,56.832428,61.10831,31.750862,38.26489,32.909878,30,47.98,64.26,50.22,51.74,39.8,53.56,34
2019-12-29 13:44:58:531,gps,30.51862779,114.4054156,29.44262695,2.98410201,2.70000005,0.93407708,9.9350462,91.40000153,13.81372261,38.508335,50.797726,62.288082,22.637924,41.677162,45.23982,39,47.26,65.48,51.26,52.36,39.88,50.94,39
2019-12-29 13:44:59:529,gps,30.51863166,114.4054504,29.8314209,3.04791784,3.61999989,1.59831166,9.9350462,86.19999695,20.31210136,41.35938,54.049015,56.59334,29.345573,39.94354,31.276253,52,47.18,64.9,53.28,53.38,39.98,42.06,39
2019-12-29 13:45:00:533,gps,30.51863134,114.4055015,29.49597168,2.73477721,5.0999999,2.08194613,9.9350462,86.5,20.17038918,29.42606,53.93288,55.24566,27.281328,35.858356,33.731365,73,50.82,66.12,51.94,54.7,39,51.13,36
2019-12-29 13:45:01:529,gps,30.51863515,114.4055584,29.86657715,3.01651525,6.13000011,2.53254819,10.47506809,82.40000153,22.09342766,32.940735,58.20537,59.894707,33.599545,42.714012,30.018522,88,47.98,65.62,55.3,53.76,40.52,44.98,37
2019-12-29 13:45:02:526,gps,30.51862332,114.4056422,30.5289917,2.85323715,7.8499999,1.75385284,9.9350462,90.30000305,8.16442966,30.611397,55.103962,56.630398,25.378218,25.012606,39.075993,113,47.58,64.84,56.02,50.08,39.5,43.54,35
2019-12-29 13:45:03:529,gps,30.51861998,114.4057154,29.30810547,3.31212521,7.36999989,1.72002912,9.9350462,94.59999847,8.21590996,32.03888,42.74117,67.513176,32.542347,29.435884,41.587967,106,48.8,65,51.5,54.76,39.38,50.9,38
2019-12-29 13:45:04:541,gps,30.51861188,114.4058061,28.72979736,3.14110208,8.18000031,2.31449771,10.08369446,90.90000153,14.86113071,23.251688,56.060444,56.389896,40.670925,23.722029,38.555126,118,49.78,65.38,51.44,52.38,39.54,49.6,36
2019-12-29 13:45:05:526,gps,30.51862175,114.4058946,29.4921875,3.34220529,8.97999954,1.40868735,10.2098341,90.30000305,6.34607077,36.502903,45.530605,52.399197,34.06532,29.814234,41.556564,129,47.3,65.22,52.44,52.44,39.22,48.02,41
2019-12-29 13:45:06:526,gps,30.51861861,114.4059878,29.97546387,3.53242731,8.93999958,1.30969465,10.23037338,90.69999695,6.78416014,17.108501,54.62917,62.948536,37.320507,40.13229,40.54057,129,45.8,64.42,51.36,53.12,39.86,50.32,36
2019-12-29 13:45:07:530,gps,30.51861659,114.4060736,29.90588379,3.65205312,8.46000004,1.33958948,10.24521446,90.19999695,6.87264156,27.679537,43.245136,51.723755,33.650143,34.513405,39.48086,122,46.74,57.04,50.8,45.78,39.98,45.86,40
2019-12-29 13:45:08:520,gps,30.51862869,114.4061528,29.86248779,3.57590795,7.67000008,0.69065189,9.9350462,88.80000305,3.33994913,34.484894,49.793453,60.69892,30.290186,38.159145,42.528675,110,40.36,56.78,53.04,47.84,39.9,48.62,39
2019-12-29 13:45:09:530,gps,30.51862825,114.4062256,29.91326904,3.66699815,6.51000023,1.7601136,10.33510113,88.30000305,14.10136414,32.119072,58.06296,55.462193,34.83301,28.304276,31.92874,94,38.66,55.36,55.58,44.66,40.38,47.3,36
2019-12-29 13:45:10:527,gps,30.51861572,114.4062533,28.5458374,3.67628932,3.6400001,1.32653689,9.9350462,73.5,15.25382233,31.700506,54.952625,54.69824,41.940853,47.115654,41.963867,52,38.92,54.34,57.34,52.88,47.3,50.6,42
2019-12-29 13:45:11:521,gps,30.51863909,114.4062963,29.47772217,3.08474541,3.70000005,0.58180755,9.9350462,42,4.89979219,33.53778,56.71371,56.404488,33.998158,31.398745,33.515446,53,42.34,54.06,55.5,54.94,46.5,53.5,37
2019-12-29 13:45:12:526,gps,30.51866366,114.4063061,28.92987061,3.08010697,3.8499999,0.72498274,9.9350462,9.69999981,5.1913085,23.504663,60.32984,55.549477,34.71909,36.286602,32.937893,55,42.24,54.26,58.46,33.26,52.9,43.88,35
2019-12-29 13:45:13:523,gps,30.51870438,114.4063141,28.22845459,3.16060424,4.59000015,1.42902064,9.9350462,2,12.69472408,26.592554,65.130035,56.475704,35.29896,34.362247,39.29039,66,39.42,53.06,65.8,62.04,61.98,55.04,36
2019-12-29 13:45:14:521,gps,30.51875382,114.4063142,28.33953857,3.27200532,5.9000001,1.7789042,9.9350462,358.1000061,12.92500782,27.4136,53.688557,46.34108,30.719915,41.445168,38.762215,85,39.1,49.54,66.38,58.96,62.42,61.06,40
2019-12-29 13:45:15:528,gps,30.51880136,114.4063153,28.47979736,3.24014568,5.61000013,1.60561514,9.9350462,359.2999878,14.36830997,35.834003,61.60083,50.883,27.43884,32.56604,35.176712,81,40.74,50.2,62.16,58.8,62.16,58.04,36
2019-12-29 13:45:16:524,gps,30.51882883,114.4063155,27.93920898,3.00728011,3.21000004,1.33809566,9.9350462,359.8999939,21.57184029,27.064049,59.76508,47.435127,27.992369,35.54527,31.214743,46,40.97,49.22,63.74,54.38,61.46,55.54,36
2019-12-29 13:45:17:518,gps,30.51885909,114.4063151,27.30310059,3.08509684,2.93000007,1.37800586,9.9350462,1.70000005,23.91399574,37.422966,49.42585,53.773663,38.36788,35.697346,36.163227,42,36.32,44.38,66.24,49.24,53.86,46.26,41
2019-12-29 13:45:18:521,gps,30.51888806,114.4063171,27.00549316,2.96735549,3.1099999,1.34807265,9.9350462,3,22.01092529,26.481676,52.358624,57.86337,45.579124,33.635197,42.64152,45,29.98,48.32,68.64,35.2,49.76,45.72,40
2019-12-29 13:45:19:526,gps,30.51891739,114.4063171,27.24072266,2.94207788,3.19000006,2.19009137,10.13341045,1,35.50624847,18.502645,52.478764,48.590504,38.7729,43.309006,44.341434,46,44.16,53.28,57.32,53.74,53.18,49.32,41
2019-12-29 13:45:20:523,gps,30.51897173,114.4063112,26.78259277,2.73544669,5.36999989,1.7473408,10.0295496,351.7000122,17.5682354,34.08869,58.91435,54.574413,32.626015,31.617588,32.82626,77,38.56,51.7,60.9,56.18,55.96,49.46,36
2019-12-29 13:45:21:518,gps,30.51902763,114.4063082,26.39208984,2.65208697,6.0999999,1.57841694,10.03992367,357.7000122,14.13058949,31.347248,68.42591,56.862206,37.202183,38.06526,41.274303,88,41.04,53.08,58.54,55.16,53.2,49.6,37
2019-12-29 13:45:22:519,gps,30.51907755,114.406303,25.92486572,2.58837724,5.92999983,1.59000003,10.04887962,354.8999939,14.72201157,36.71469,56.204605,52.938194,33.803127,45.80923,40.206944,85,47.3,54.62,61.94,53.66,56.18,52.64,41
2019-12-29 13:45:23:517,gps,30.51913771,114.4063032,24.90966797,2.51992536,6.76999998,1.58685219,10.02696323,2.5999999,12.47191906,23.39293,52.51794,57.975742,46.135292,38.86367,38.135838,97,37.4,51.32,61.74,54.2,62.32,51.44,39
2019-12-29 13:45:24:526,gps,30.5192207,114.4062953,25.88641357,2.62662601,8.5,2.03214169,10.15239048,356.2999878,12.51907063,29.97324,50.761692,54.945587,42.6006,33.23245,31.354506,122,41.06,48.84,61.74,51.82,59.04,51.12,39
2019-12-29 13:45:25:519,gps,30.51927548,114.4062961,26.1361084,2.5,5.80999994,1.44312167,9.9350462,359.7999878,8.15689659,15.929656,51.18122,54.88449,35.74056,37.72672,31.991364,84,39.76,56.2,61.41,58.28,46.44,55.18,36
2019-12-29 13:45:26:522,gps,30.51931988,114.4062969,26.47015381,2.5,4.32000017,1.45578158,9.9350462,0.5,16.66785622,17.270992,51.303394,51.35271,25.321918,32.6242,36.29468,62,46.32,49.88,62.3,54.82,66.34,52.74,35
2019-12-29 13:45:27:526,gps,30.51935969,114.4062947,26.55554199,2.5,4.05999994,1.45206749,9.9350462,359.8999939,18.59190369,25.827095,51.249058,51.00214,26.145021,26.988537,30.690752,58,37.64,49.48,63.74,48.22,63.22,52.72,35
2019-12-29 13:45:28:526,gps,30.51940975,114.4062987,26.09533691,2.5,5.07000017,1.26210141,9.9350462,2.9000001,12.81345749,28.903742,56.681828,53.271366,25.215769,27.358591,32.56734,73,40.04,48.2,66.26,46.42,61.12,51.98,34
2019-12-29 13:45:29:522,gps,30.51945633,114.4063022,26.42358398,2.5,5.42000008,1.20420098,9.9350462,4.5999999,11.37916565,29.672682,62.273327,47.67806,32.50919,37.492287,31.226841,78,34.14,52.24,66.7,49.28,51.1,48.46,37
2019-12-29 13:45:30:519,gps,30.51950936,114.4063238,25.40264893,2.5,5.67000008,1.82849669,9.9350462,20.10000038,17.55420685,23.027477,54.17922,56.921253,45.953575,33.313103,38.161118,82,39.6,50.58,65.56,43.2,46.4,47.72,38
2019-12-29 13:45:31:524,gps,30.51954473,114.4063683,25.60888672,2.5,4.80000019,1.76819122,9.9350462,56.29999924,19.13543892,34.382103,65.31518,63.51216,52.318394,46.552036,41.709747,69,48.58,53.88,62.54,53.02,59.28,56.62,41
2019-12-29 13:45:32:525,gps,30.51956347,114.4064323,26.35906982,2.5,6.19000006,0.89140338,9.9350462,83,6.45202255,25.44699,53.594425,57.901,43.23414,52.541782,38.149944,89,45.31,51.58,57.4,56.1,57.96,53.54,41
2019-12-29 13:45:33:517,gps,30.51956649,114.4064962,26.51782227,2.5,6.96999979,0.67623961,9.9350462,93,3.96962404,25.127071,61.004185,46.465897,42.447636,37.226315,44.762653,100,42.33,51.48,64.16,51.56,62.14,52.48,40
2019-12-29 13:45:34:519,gps,30.51956424,114.4065652,26.7244873,2.5,7.25,1.32548106,9.9350462,89.69999695,7.78445005,36.60023,55.200016,55.074738,37.366283,33.61144,39.628483,104,37.52,47.46,65.76,45.78,66.26,44.2,39
2019-12-29 13:45:35:529,gps,30.51956932,114.406631,27.22393799,2.5,6.30999994,0.83486527,9.9350462,84.30000305,4.86186934,34.16144,57.24862,60.301445,27.790573,33.67883,38.72606,91,38.8,51.76,62.72,57.2,65.66,46.84,36
2019-12-29 13:45:36:528,gps,30.51958757,114.4066841,27.41644287,2.64660907,4.92000008,0.68876702,9.9350462,55.5,4.04221392,28.950516,55.37135,48.644096,20.6612,37.983402,27.078445,71,40.52,48.82,59.82,54.36,64.86,54.52,35
2019-12-29 13:45:37:516,gps,30.51962076,114.4067238,27.38079834,2.57623267,5.17000008,1.69649637,9.9350462,35.5,16.20975876,28.00752,55.63361,46.00553,21.016108,31.394524,28.535143,74,43.18,51.8,57.24,51.12,62.04,53.88,35
2019-12-29 13:45:38:525,gps,30.51967094,114.4067218,27.26470947,2.5,5.86000013,1.83174777,9.9350462,356.8999939,13.98378754,28.21541,59.353813,48.92788,13.941394,31.546625,26.76388,84,41.88,52.64,61.52,51.64,55.62,55.68,32
2019-12-29 13:45:39:523,gps,30.5197287,114.4067285,27.36431885,2.54071403,6.84000015,1.7541095,9.9350462,0,10.67457199,36.497997,54.74361,44.540886,10.308446,30.36037,33.251934,98,40.08,54.06,64.38,51.76,55.26,49.96,35
2019-12-29 13:45:40:532,gps,30.51979536,114.4067333,27.44073486,2.58924198,7.6500001,1.74002874,9.9350462,2,8.13118553,32.608593,63.47909,52.83883,22.370577,36.363163,38.773544,110,30.94,59.44,65.51,43.76,38.96,51.88,36
2019-12-29 13:45:41:526,gps,30.51986867,114.4067377,27.64337158,2.5,8.47999954,1.20507264,9.9350462,1.89999998,6.04799271,22.201899,51.47839,54.976475,32.875362,39.07957,37.713272,122,39.98,57.6,55.5,55.84,39.62,54.4,38
2019-12-29 13:45:42:534,gps,30.51994188,114.4067377,27.63897705,2.5,8.22999954,1.14214706,9.9350462,1.20000005,6.47960567,27.277184,54.10075,55.547447,35.12448,40.691936,34.266823,118,37.42,61.7,57.36,33.5,40.52,49.62,38
2019-12-29 13:45:43:520,gps,30.52001235,114.4067382,27.79681396,2.5,7.9000001,1.04651809,9.9350462,0.80000001,6.11458492,25.083132,43.271626,48.791534,41.657192,43.70166,41.290524,114,40.76,61.72,55.24,33.54,38.44,49.14,43
2019-12-29 13:45:44:528,gps,30.52008259,114.4067416,27.83215332,2.5,7.67999983,1.48734665,9.9350462,1.79999995,7.56860161,29.16763,67.12725,53.012043,39.529934,35.631813,26.6803,111,37.54,63.24,62.84,48.44,34.76,39.72,35
2019-12-29 13:45:45:550,gps,30.52014257,114.4067408,28.50775146,2.5,6.28999996,1.71592546,9.9350462,1.29999995,8.54318905,45.393402,50.66773,47.620987,34.447,30.456408,24.644075,91,39.8,63.2,54.32,33.44,35.42,44.92,39
2019-12-29 13:45:46:527,gps,30.52020386,114.4067375,28.722229,2.5,6.48000002,1.27781057,9.9350462,0.1,8.05104351,48.218044,53.969227,57.65407,46.85618,34.053394,28.83363,93,50.22,58.78,46.46,30.82,37.2,32.46,41
2019-12-29 13:45:47:523,gps,30.52026189,114.406736,27.55462646,2.56181264,6.03999996,1.53153515,9.9350462,359.3999939,10.72032642,41.09002,44.171043,53.833614,39.141,37.62466,28.999384,87,43.96,52.08,51.54,49.66,43.66,40.54,41
2019-12-29 13:45:48:526,gps,30.52031574,114.4067363,28.29644775,2.6165669,5.42999983,2.08968902,9.9350462,1.39999998,19.09104919,50.37654,53.47678,50.835087,33.287567,41.57303,32.46656,78,52.58,62,46.68,46.28,40.16,35.48,42
2019-12-29 13:45:49:519,gps,30.5203558,114.4067328,27.762146,2.67553973,3.51999998,1.45670867,9.9350462,354.3999939,18.65601158,40.38543,48.228123,49.644474,35.458637,39.436718,41.04317,51,54.98,60.7,42.46,18.44,36.72,28.66,43
2019-12-29 13:45:50:519,gps,30.52039602,114.4067314,27.64245605,2.5,4.34000015,1.48922801,9.9350462,0.40000001,16.74771309,54.36218,52.935627,53.224792,41.30302,38.25399,41.468323,62,48.72,67.66,45.44,29.62,39.4,35.94,45
2019-12-29 13:45:51:520,gps,30.52043085,114.4067317,27.28656006,2.5,3.9000001,1.64805949,9.9350462,2,21.45097733,39.95526,61.61507,55.015896,29.645304,40.384926,28.763813,56,34.02,65.02,55.8,45.78,41.66,55.88,37
2019-12-29 13:45:52:522,gps,30.52045446,114.4067274,27.61474609,2.5,3.41000009,1.11395693,9.9350462,359.2000122,13.66209316,30.249147,59.80338,51.28625,27.633398,34.60526,39.914993,49,36.42,68.36,64.22,44.48,45.3,56.3,37
2019-12-29 13:45:53:518,gps,30.52048881,114.4067285,28.3694458,2.5,3.50999999,1.05645633,9.9350462,355.2999878,12.82513428,31.475578,69.817474,52.30856,41.469822,30.187172,31.230846,51,33.56,63.82,64.92,52.56,55.52,56.74,35
2019-12-29 13:45:54:528,gps,30.52051691,114.4067216,27.7322998,2.5,3.1500001,1.08300507,9.9350462,344.1000061,14.9701128,29.391506,52.141815,59.021057,33.677433,30.611597,36.10454,45,45.28,52.9,67.78,50.04,64.86,48.34,36
2019-12-29 13:45:55:527,gps,30.52052936,114.4067057,27.57788086,2.5,2.79999995,1.11040533,9.9350462,326.7999878,15.9943428,33.85204,67.10518,48.247784,23.126535,29.097143,33.436447,40,35.74,60.28,70.6,52.36,62.38,54.98,34
2019-12-29 13:45:56:537,gps,30.52054337,114.406681,28.33862305,2.5,2.97000003,1.16764724,9.9350462,291,14.28790951,29.226345,62.575047,52.1209,39.347507,39.75415,32.65331,43,27.59,63.78,71.64,47.02,50.56,47.8,38
2019-12-29 13:45:57:527,gps,30.52055619,114.406654,28.69708252,2.82726455,2.76999998,1.55415571,9.9350462,276.6000061,21.92479324,17.254787,60.30342,49.07475,31.858404,34.20548,31.740408,40,31.78,57.96,58.82,45.6,41.94,51.8,34
2019-12-29 13:45:58:528,gps,30.52055107,114.4066291,28.63336182,3.67687392,1.90999997,1.50734866,9.9350462,271.2999878,14.50156403,19.725304,58.95732,48.77289,31.93379,38.056427,32.160934,27,51.6,57.52,42.84,45.06,42.32,44.52,36
2019-12-29 13:45:59:522,gps,30.52055132,114.4066166,29.30895996,3.89822674,0.83999997,1.6585536,9.9350462,271.1000061,22.43264198,21.126999,63.39224,51.58455,28.95152,36.981113,29.643488,12,50.56,59.46,44.66,48.78,40.42,43.18,34
2019-12-29 13:46:00:531,gps,30.5205518,114.4066078,30.18688965,3.67089295,0.82999998,1.76025569,9.9350462,271.1000061,26.91267395,22.3323,59.18648,50.72851,23.641352,32.103046,28.269123,12,45.2,56.96,47.96,56.74,45.9,45.66,33
2019-12-29 13:46:01:525,gps,30.52055232,114.4065992,30.47137451,3.15647864,0.75,1.2900387,9.9350462,271.1000061,30.08806229,18.584795,59.925617,47.22218,24.743776,31.152056,29.92792,11,42.34,55.14,48.42,55.72,47.22,49.62,33
2019-12-29 13:46:02:526,gps,30.52055206,114.4065902,30.81781006,3.61270928,0.86000001,1.0741508,9.9350462,271.2000122,33.90433121,21.811174,53.802006,49.98426,29.285734,27.251902,26.151674,12,49.3,56.44,49.26,55.56,41.86,61.06,33
2019-12-29 13:46:03:526,gps,30.52055189,114.406577,31.60821533,3.51434278,1.38999999,1.70238066,9.9350462,271.2999878,38.23939896,25.586096,58.73766,49.187927,26.137354,28.626268,24.967031,20,44.62,55.96,53.12,54.24,50.52,46.63,33
2019-12-29 13:46:04:521,gps,30.52055184,114.4065594,32.06237793,4.40790606,1.62,1.66481233,9.9350462,269.2999878,38.25775909,19.982525,65.53868,53.030704,28.861193,26.369396,32.573563,23,42.28,54.38,58,50.96,43.56,51.84,32
2019-12-29 13:46:05:525,gps,30.52055077,114.4065389,32.21533203,4.23614264,1.89999998,1.08784187,9.9350462,267,11.42823315,21.804882,63.207268,56.17341,27.869581,35.605713,34.836388,27,34.16,46.64,58.2,46.38,52.86,53.28,33
2019-12-29 13:46:06:522,gps,30.52055032,114.4065171,31.99536133,3.84958649,2.04999995,0.86005813,9.9350462,266.2999878,10.75176048,27.413692,51.87383,64.16242,27.244085,43.687054,37.74739,30,40.62,49.82,60.02,49.28,63.74,52.64,37
2019-12-29 13:46:07:522,gps,30.52054956,114.4064946,30.98040771,3.86488485,2.29999995,0.83773506,9.9350462,264.3999939,9.28218555,34.284718,57.436882,59.96853,26.657993,37.245956,42.06587,33,42.64,50.62,59.12,52.02,65.78,54.8,37
2019-12-29 13:46:08:522,gps,30.52054853,114.4064687,31.81829834,4.03163433,2.54999995,0.91923881,9.9350462,263.2000122,9.08692169,30.849127,50.07987,59.1615,34.207523,36.585567,34.49158,37,47.24,50.26,60.62,53.56,46.16,40.86,38
2019-12-29 13:46:09:521,gps,30.52054695,114.4064375,31.40386963,3.84890938,3.27999997,0.96384645,9.9350462,264.6000061,7.34121275,35.72746,58.951153,59.825962,30.495367,31.790224,37.600357,47,46.98,50.98,57.58,52.92,43.74,37.14,36
2019-12-29 13:46:10:528,gps,30.52054648,114.4064058,30.92016602,3.8456676,2.70000005,0.86925256,9.9350462,266.7000122,8.15710068,29.9935,44.8121,56.717403,27.052244,28.057411,39.804928,39,45.12,51.58,62.86,55.8,50.74,53.72,37
2019-12-29 13:46:11:519,gps,30.52054769,114.4063777,30.48309326,3.82666945,2.69000006,1.31821847,9.9350462,269.6000061,19.31904221,32.374466,53.574116,57.69245,30.330742,30.289936,29.703606,39,48.34,52.22,53.36,55.46,46.36,43.68,35
2019-12-29 13:46:12:520,gps,30.52055017,114.4063497,31.53033447,3.2982595,2.47000003,0.82377183,9.9350462,271.5,11.75667763,27.212572,53.64248,56.831066,25.836203,35.753036,32.392067,36,41.7,53.32,65.32,53.82,71.46,58.2,35
2019-12-29 13:46:13:521,gps,30.52055177,114.4063274,33.09667969,3.72893858,1.40999997,1.34380054,9.9350462,271.7999878,27.78195763,29.623682,56.396465,54.238007,41.80146,47.921265,38.84885,20,46.18,51.4,60.12,54.16,67.18,55.02,41
2019-12-29 13:46:14:532,gps,30.52055663,114.4062953,34.54199219,3.58362293,3.79999995,0.96566039,9.9350462,273.8999939,8.78472805,26.638857,57.393955,43.567886,38.67183,38.47215,46.600483,55,37.36,53.22,57.72,48.98,49.96,51.46,42
2019-12-29 13:46:15:521,gps,30.52056088,114.4062535,34.66174316,3.82682395,3.57999992,1.03817141,9.9350462,271,6.72227859,32.28074,58.30644,54.61279,48.48875,39.812695,44.72635,52,30.34,58.7,61.92,30.1,37.5,42.3,42
2019-12-29 13:46:16:527,gps,30.52056249,114.4062153,33.44567871,3.93754578,3.5,1.40132082,9.9350462,269.8999939,13.77765846,25.568811,62.7689,59.75453,41.112247,40.897724,41.20966,50,26.62,62.9,63.96,46.66,38.72,52.76,38
2019-12-29 13:46:17:518,gps,30.52056364,114.4061724,34.40447998,4.3702836,4.3499999,1.61839426,9.9350462,266.3999939,15.5279007,32.235577,65.33842,50.84904,46.722927,35.056763,52.899258,63,29.2,58.42,57.66,47.8,42.94,54.62,42
2019-12-29 13:46:18:524,gps,30.52056296,114.4061243,34.00762939,4.97480345,4.84000015,1.96542621,9.9350462,267.2999878,19.89579582,35.18828,55.114178,53.827934,39.904617,45.838093,31.279364,70,32.76,60.54,55.12,52.02,41.76,57.82,41
2019-12-29 13:46:19:529,gps,30.52056227,114.4060639,30.91400146,3.10235667,5.71999979,1.78910589,10.03308296,267.3999939,14.14978504,31.538095,52.039227,58.503635,41.994263,43.792664,43.912857,82,35.04,74.36,54.7,49.08,37.68,55.02,42
2019-12-29 13:46:20:534,gps,30.5205594,114.4060045,31.50311279,3.64534831,5.78999996,1.81372547,10.04856682,268.8999939,13.4159174,25.548552,64.17095,61.37719,44.471638,36.69926,44.083443,83,33.38,59.56,54.97,48.82,40.26,57.02,38
2019-12-29 13:46:21:527,gps,30.52055913,114.4059473,31.90661621,3.91373825,5.71999979,1.87768471,9.97311211,270.6000061,14.03613281,22.933609,60.485172,56.41947,39.084003,52.602276,34.417793,82,34.18,57.6,54.34,49.2,39.86,55.64,39
2019-12-29 13:46:22:526,gps,30.52055716,114.4058819,32.16625977,3.97191668,6.42000008,1.88520551,9.9350462,269.6000061,12.5741787,21.837362,54.262234,60.7166,37.972492,38.238792,43.814808,92,35.9,57.26,54.73,50.52,40.68,56.12,38
2019-12-29 13:46:23:529,gps,30.52055476,114.4058123,32.19085693,4.07687426,6.84000015,1.89179814,9.9350462,270.3999939,11.87710285,29.413982,58.30747,43.08552,21.338915,40.30437,24.88643,98,34.96,59.48,54.57,50.72,41.76,57.48,36
2019-12-29 13:46:24:524,gps,30.52055579,114.4057414,33.01708984,4.37128401,6.75,1.88520551,10.11474133,270.1000061,11.89925194,37.29909,51.81532,51.530212,19.94515,32.8478,26.482288,97,33.68,60.48,54.55,48.04,41.18,58.44,36
2019-12-29 13:46:25:518,gps,30.52055102,114.4056714,33.10272217,5.01042986,6.75,1.76400113,10.52600861,272.2999878,8.64844608,26.756783,49.79893,47.173878,27.47244,32.877457,29.595177,97,33.44,60.6,56.25,48.22,41.02,57.12,37
2019-12-29 13:46:26:525,gps,30.52056293,114.4055997,33.25323486,4.98198128,7.28000021,1.66739321,10.35742474,275.7000122,7.84448862,35.264893,59.868076,46.14116,30.158571,34.20698,29.735695,105,38.26,69.98,55.55,50.14,39.08,53.88,37
2019-12-29 13:46:27:518,gps,30.52055689,114.405521,35.00805664,4.93338633,7.57999992,1.25717938,10.16097355,265.5,4.56489754,32.40545,58.385326,46.464718,20.985403,36.259045,28.32451,109,33.82,55.46,55.85,50.4,41.54,56.46,36
2019-12-29 13:46:28:527,gps,30.52055095,114.4054475,34.48535156,4.7525034,7.0999999,1.10308659,9.9350462,265.3999939,3.88418889,36.949234,57.842636,47.170082,23.289186,33.83147,27.53977,102,30.94,72.14,58.93,48.64,36.2,55.04,36
